Fecha;Radiacion_Solar_Global_kWh_m2;Radiacion_Cielo_Despejado_kWh_m2;Radiacion_Directa_Normal_kWh_m2;Radiacion_Difusa_kWh_m2;Temperatura_Media_C;Temperatura_Maxima_C;Temperatura_Minima_C;Velocidad_Viento_m_s;Direccion_Viento_grados;Precipitacion_mm;Humedad_Relativa_pct;Nubosidad_pct
01/01/2020;25.531;26.059;56.194;0.6929;5.65;11.52;0.32;0.95;42.8;0.0;68.87;13.47
02/01/2020;2.507;26.023;55.498;0.7466;4.5;10.34;0.5;0.9;181.0;0.0;83.56;49.52
03/01/2020;16.529;23.462;10.212;12.643;2.87;8.28;0.21;2.33;5.6;0.0;91.79;67.06
04/01/2020;25.817;26.479;62.383;0.4925;3.85;10.68;0.43;4.63;36.1;0.0;85.91;6.67
05/01/2020;27.509;27.569;73.502;0.3511;4.6;11.88;-1.61;2.49;36.0;0.0;73.62;2.19
06/01/2020;25.625;26.902;62.234;0.5083;4.96;12.38;0.33;1.62;30.1;0.0;65.96;10.46
07/01/2020;26.762;27.809;6.593;0.5803;4.5;13.9;-0.66;2.78;14.3;0.0;69.61;17.13
08/01/2020;26.102;27.168;62.518;0.5933;6.54;15.43;0.51;2.46;36.3;0.0;69.73;25.31
09/01/2020;2.58;26.323;5.862;0.5738;5.08;11.8;1.23;1.88;268.5;0.0;88.92;19.03
10/01/2020;26.782;28.104;63.485;0.5256;3.3;9.78;-0.84;4.8;8.9;0.0;83.22;13.74
11/01/2020;28.579;28.826;72.554;0.4054;2.92;10.23;-2.19;2.74;18.5;0.0;71.78;1.9
12/01/2020;29.172;29.309;72.658;0.4306;2.85;9.4;-2.77;1.61;10.0;0.0;61.4;3.47
13/01/2020;23.446;27.929;32.959;16.438;0.73;5.51;-2.37;1.82;205.8;0.0;82.47;52.73
14/01/2020;26.407;28.954;60.559;0.5777;0.51;6.66;-2.28;2.35;212.8;0.0;91.91;33.31
15/01/2020;0.9718;26.779;0.1805;0.8146;3.81;6.17;0.73;3.23;206.4;0.05;98.09;93.62
16/01/2020;15.134;28.051;27.082;0.7824;5.11;11.2;2.27;2.99;203.8;0.14;88.94;89.38
17/01/2020;1.997;29.602;25.618;12.749;5.8;10.88;3.37;2.98;276.4;0.19;82.72;66.44
18/01/2020;11.155;28.464;1.879;0.6014;4.71;6.78;1.77;3.63;211.9;3.82;95.74;89.97
19/01/2020;1.74;29.791;20.014;10.927;3.7;8.51;-0.42;9.59;14.8;0.61;68.77;81.81
20/01/2020;1.385;27.996;0.648;11.069;1.0;3.31;-1.14;10.72;35.6;0.78;66.52;85.51
21/01/2020;11.765;28.742;0.0432;10.097;2.98;5.87;0.82;9.41;42.1;6.56;83.59;98.94
22/01/2020;16.469;2.783;14.798;10.915;4.13;9.13;1.34;4.37;72.5;0.8;87.55;88.93
23/01/2020;19.404;27.502;22.826;11.484;3.46;9.23;-0.09;3.01;105.2;0.27;89.7;69.45
24/01/2020;11.359;28.553;0.7997;0.8988;4.85;7.8;2.76;2.77;135.4;3.16;93.43;99.38
25/01/2020;12.754;30.492;0.1118;10.843;5.87;8.84;3.7;2.7;164.0;6.54;93.7;98.34
26/01/2020;23.923;3.101;38.316;10.438;4.06;10.27;0.17;2.57;294.8;0.09;86.44;62.38
27/01/2020;14.047;29.983;0.7205;11.042;3.86;8.5;0.08;4.29;230.8;0.14;93.91;96.67
28/01/2020;13.078;31.286;0.2333;10.937;8.0;11.47;6.12;4.45;243.9;0.65;96.38;98.9
29/01/2020;18.624;30.461;16.039;13.774;8.42;13.33;5.71;2.84;243.7;0.58;91.4;99.45
30/01/2020;1.519;31.637;0.679;12.096;7.68;11.41;5.44;3.2;240.4;0.94;89.32;95.84
31/01/2020;19.843;32.417;17.134;13.682;8.48;13.94;5.59;2.64;246.6;0.9;92.95;88.42
01/02/2020;23.906;3.293;38.786;12.734;10.85;17.13;6.55;3.08;269.8;0.55;89.21;67.67
02/02/2020;16.474;34.229;17.381;11.434;8.64;14.22;5.51;1.18;304.4;0.0;92.49;83.03
03/02/2020;31.303;34.918;61.315;0.871;10.17;17.15;5.52;1.86;338.3;0.0;80.18;35.82
04/02/2020;3.462;35.777;68.122;0.7063;9.06;18.15;2.71;3.26;7.2;0.0;81.44;9.47
05/02/2020;36.226;37.054;78.974;0.4994;5.5;12.89;-0.31;3.48;65.1;0.0;73.7;0.33
06/02/2020;30.821;36.168;52.056;0.9576;5.97;10.82;2.14;2.31;115.8;0.0;87.19;47.14
07/02/2020;31.001;34.582;41.446;13.625;6.87;13.17;2.65;1.88;198.8;0.0;85.69;47.04
08/02/2020;15.358;33.365;0.8095;11.945;6.47;11.84;3.68;1.89;254.3;0.11;90.09;67.3
09/02/2020;16.164;35.959;0.6864;12.847;5.77;10.48;2.84;1.9;222.4;0.01;94.04;92.85
10/02/2020;26.669;36.194;36.672;11.599;8.22;15.77;4.44;2.31;291.4;0.08;91.34;51.17
11/02/2020;20.626;36.929;18.214;15.175;8.45;13.72;4.62;2.08;356.7;0.01;88.09;89.73
12/02/2020;18.809;34.056;0.2364;1.596;8.67;13.36;5.02;1.92;46.8;0.04;90.84;99.53
13/02/2020;19.303;37.843;20.628;11.705;9.05;14.11;4.91;2.26;286.2;0.09;87.27;66.52
14/02/2020;29.906;4.003;44.436;1.103;8.01;14.1;4.19;1.98;19.1;0.85;85.58;37.92
15/02/2020;39.449;40.541;68.263;0.9098;8.46;14.86;3.32;1.86;208.8;0.0;82.06;17.37
16/02/2020;38.899;41.854;72.708;0.8578;8.21;15.88;3.02;3.13;230.2;0.0;86.75;15.18
17/02/2020;15.545;39.823;0.3691;12.835;6.88;12.77;3.7;2.71;304.8;0.16;89.57;84.89
18/02/2020;3.035;4.218;45.778;13.274;6.64;12.7;1.48;3.17;38.7;0.04;78.45;38.42
19/02/2020;44.054;44.244;88.241;0.5712;6.93;13.87;-0.49;2.04;37.9;0.0;64.6;1.61
20/02/2020;44.731;44.801;89.489;0.5042;8.06;15.57;1.92;1.4;55.7;0.0;62.09;1.34
21/02/2020;45.552;45.638;90.744;0.5196;8.64;17.35;0.71;2.71;49.3;0.0;61.9;1.9
22/02/2020;45.931;46.433;89.294;0.6473;10.06;20.19;3.35;2.46;25.5;0.0;55.33;7.96
23/02/2020;46.243;46.738;88.409;0.5623;10.53;19.88;3.19;2.13;43.0;0.0;53.6;3.18
24/02/2020;46.687;47.275;88.651;0.6698;10.45;19.6;3.41;2.3;351.2;0.0;53.09;5.85
25/02/2020;32.052;44.774;14.371;23.923;8.49;16.28;3.34;4.17;316.4;0.0;73.0;78.22
26/02/2020;46.085;47.496;82.159;0.7541;6.89;14.17;1.24;3.65;325.6;0.0;74.29;27.4
27/02/2020;43.634;44.474;53.232;15.629;7.23;15.9;1.67;3.96;308.8;0.0;74.49;17.59
28/02/2020;41.045;45.118;40.118;22.651;8.56;16.83;1.32;2.8;227.7;0.0;73.94;58.56
29/02/2020;23.609;45.862;0.8568;18.478;7.45;11.65;2.92;5.6;235.6;0.05;90.45;79.42
01/03/2020;23.074;47.458;0.5868;18.566;8.15;12.79;3.25;6.73;233.0;4.16;90.45;95.0
02/03/2020;33.094;49.625;32.014;18.298;7.93;10.27;1.37;9.74;276.9;3.2;70.83;76.43
03/03/2020;25.591;48.094;22.106;15.283;7.38;14.82;0.86;6.05;266.5;0.93;88.64;83.66
04/03/2020;34.481;4.883;31.488;21.362;10.38;16.92;6.26;3.8;280.1;1.45;82.06;70.77
05/03/2020;29.789;50.882;30.036;14.318;9.09;14.23;4.83;6.31;273.6;0.91;79.68;80.02
06/03/2020;33.866;52.704;35.467;18.593;5.43;10.25;1.04;6.96;314.3;0.18;69.33;63.14
07/03/2020;41.374;50.818;33.139;28.123;6.34;14.56;-0.65;3.82;343.6;0.0;73.21;65.46
08/03/2020;3.967;52.685;35.328;22.886;7.32;15.89;0.67;2.54;318.8;0.0;73.35;47.73
09/03/2020;48.394;53.707;60.108;19.411;8.43;16.0;2.29;4.22;340.5;0.0;70.72;60.66
10/03/2020;47.016;52.975;4.589;25.714;11.35;20.64;3.98;2.18;309.1;0.0;69.47;69.22
11/03/2020;51.967;54.276;76.594;11.674;15.07;23.39;6.17;1.82;312.4;0.0;62.86;38.82
12/03/2020;41.213;52.572;23.806;31.272;15.88;23.94;9.31;2.39;235.8;0.0;61.27;79.66
13/03/2020;48.029;51.619;5.359;18.758;14.11;21.24;7.38;2.92;10.9;0.0;70.97;54.0
14/03/2020;54.686;55.418;8.285;0.9262;12.96;20.81;5.88;2.39;38.5;0.0;65.92;7.01
15/03/2020;4.249;52.318;3.006;23.002;11.41;17.31;5.25;3.7;201.1;6.14;77.52;56.18
16/03/2020;23.218;57.574;1.08;1.656;5.58;9.57;2.41;4.25;42.8;21.95;80.21;93.74
17/03/2020;29.239;48.967;0.7752;22.116;8.81;15.94;2.23;4.12;81.5;2.27;83.73;85.07
18/03/2020;33.031;48.785;0.2407;27.463;11.21;17.71;5.99;2.97;65.0;0.0;76.8;96.39
19/03/2020;43.502;50.482;20.153;2.741;10.0;16.06;4.8;2.46;121.9;0.01;74.3;78.37
20/03/2020;18.029;49.099;0.2482;14.921;9.21;14.44;5.72;3.95;131.6;0.22;81.09;86.46
21/03/2020;13.661;53.429;0.2352;10.706;6.96;10.4;4.31;3.12;141.7;2.52;89.24;95.47
22/03/2020;30.485;55.066;0.7301;23.856;6.88;11.09;3.25;2.35;55.7;3.44;84.27;94.03
23/03/2020;33.394;58.862;10.087;24.718;8.52;13.69;5.11;3.5;92.4;5.55;81.44;93.98
24/03/2020;36.674;57.199;14.506;25.728;9.22;15.49;4.38;4.25;75.5;0.4;76.17;86.56
25/03/2020;56.069;60.698;60.967;20.614;8.3;15.89;3.21;2.2;307.8;0.05;73.03;34.21
26/03/2020;62.837;6.378;88.997;11.112;6.25;13.96;-0.21;4.61;6.4;0.0;65.04;14.86
27/03/2020;45.991;63.521;4.494;22.788;4.53;10.75;-0.95;3.88;87.7;0.36;70.04;61.87
28/03/2020;62.688;64.534;89.782;10.675;7.29;15.23;-0.77;2.18;46.7;0.0;64.35;9.06
29/03/2020;58.171;63.163;69.161;16.723;9.96;17.93;1.84;2.49;357.1;0.02;61.76;41.27
30/03/2020;24.581;61.339;0.157;20.213;4.21;7.54;0.29;5.96;37.5;4.19;72.7;99.69
31/03/2020;18.394;64.913;0.5093;13.601;3.96;8.3;-0.14;5.75;99.4;21.7;93.62;99.1
01/04/2020;36.797;65.304;22.553;23.366;8.61;13.29;5.22;2.03;227.1;7.49;78.29;76.55
02/04/2020;4.615;65.611;44.213;20.659;8.29;13.79;2.55;2.93;18.1;0.47;74.09;50.01
03/04/2020;68.167;6.857;99.206;0.9571;8.46;16.22;-0.57;2.04;37.7;0.0;61.37;3.73
04/04/2020;63.106;69.031;73.037;17.534;9.62;17.26;0.3;4.41;142.0;0.0;67.8;46.12
05/04/2020;49.116;6.553;25.181;31.315;11.71;17.56;6.36;4.32;185.8;0.19;78.47;92.7
06/04/2020;33.362;64.325;0.3377;27.218;11.77;16.24;9.63;3.38;210.0;3.07;89.53;97.82
07/04/2020;34.598;65.746;12.389;24.626;12.67;17.06;8.31;2.39;190.2;7.24;84.45;92.08
08/04/2020;54.379;66.029;46.843;24.907;14.04;19.33;8.39;1.76;148.3;0.55;76.72;63.18
09/04/2020;26.503;63.482;0.0739;2.189;12.24;16.38;8.31;2.3;139.8;4.34;83.25;98.17
10/04/2020;23.112;67.049;0.816;17.558;11.84;14.88;9.35;1.98;139.1;9.99;88.45;98.94
11/04/2020;41.042;62.746;13.834;31.152;12.4;15.96;9.44;2.06;149.6;1.76;84.42;96.65
12/04/2020;63.994;67.447;67.946;18.811;12.33;18.44;6.79;3.05;157.3;0.75;70.91;54.71
13/04/2020;45.586;68.006;31.426;25.116;11.5;15.25;7.29;1.9;168.7;1.96;80.39;82.04
14/04/2020;34.399;69.394;0.863;25.298;11.43;16.17;6.39;3.27;118.9;4.55;83.45;86.52
15/04/2020;33.113;69.444;12.799;22.222;10.88;14.64;8.54;5.52;165.1;15.07;88.49;94.53
16/04/2020;30.787;68.801;0.883;22.634;11.47;16.55;7.81;5.15;180.3;6.59;87.39;97.66
17/04/2020;43.207;69.888;0.8393;33.622;11.95;16.09;9.44;4.1;206.2;2.11;83.92;90.39
18/04/2020;47.602;67.279;0.9953;37.598;12.87;16.58;8.59;1.01;306.4;0.69;76.67;91.56
19/04/2020;3.983;69.554;0.4507;31.906;10.97;14.45;7.43;2.7;11.3;16.99;86.7;87.91
20/04/2020;57.166;70.944;3.943;31.522;10.52;16.64;4.36;2.93;257.1;0.64;81.48;59.82
21/04/2020;27.166;71.393;0.115;22.358;9.44;13.45;6.22;2.95;317.2;1.79;86.4;97.99
22/04/2020;47.386;72.605;36.972;31.344;12.1;18.7;4.41;2.18;356.6;0.33;75.57;92.07
23/04/2020;35.928;72.583;16.452;23.378;13.42;18.33;7.95;2.08;142.8;0.08;77.44;86.44
24/04/2020;61.694;70.166;40.922;34.406;13.67;17.7;8.62;2.24;124.2;0.47;79.68;76.76
25/04/2020;59.117;71.705;41.981;26.938;13.56;18.89;9.3;1.97;86.1;0.43;79.46;63.76
26/04/2020;51.917;72.007;23.066;31.126;12.94;17.38;8.63;2.71;247.1;0.95;81.06;91.67
27/04/2020;45.182;72.722;0.9547;34.889;10.15;15.14;5.3;3.94;241.7;1.5;79.68;88.31
28/04/2020;51.938;77.321;28.567;33.773;10.48;16.13;4.96;3.3;268.4;0.74;75.92;65.87
29/04/2020;66.523;77.242;64.524;26.698;11.17;17.15;5.07;4.86;243.6;0.0;75.7;56.74
30/04/2020;53.758;76.181;31.879;31.469;12.66;18.07;7.61;4.91;248.7;0.01;76.74;85.18
01/05/2020;47.539;75.418;32.066;31.241;15.18;22.03;8.68;4.29;261.2;0.02;79.69;83.68
02/05/2020;70.006;77.366;7.325;31.663;16.95;24.02;10.54;2.85;263.2;0.0;75.91;74.75
03/05/2020;75.281;78.749;82.944;2.293;19.32;26.11;9.63;2.45;164.1;0.0;66.97;68.24
04/05/2020;53.472;77.004;37.315;2.958;18.97;28.72;12.16;4.7;187.5;0.0;66.09;77.72
05/05/2020;7.025;81.979;64.394;36.451;15.19;20.89;10.04;2.33;239.6;0.0;64.16;45.21
06/05/2020;75.439;80.686;76.819;27.732;16.01;22.67;7.91;1.82;22.8;0.0;61.08;45.86
07/05/2020;49.692;75.667;0.8441;39.079;16.44;21.64;11.21;4.59;118.4;0.05;72.76;95.87
08/05/2020;7.373;77.501;69.156;23.892;17.87;24.86;9.58;2.62;170.2;0.29;64.58;40.01
09/05/2020;61.241;78.178;2.868;39.372;15.7;20.66;10.79;3.71;218.6;0.27;68.83;69.21
10/05/2020;60.278;80.167;4.343;31.908;12.63;17.84;8.84;4.07;263.7;1.96;69.91;75.56
11/05/2020;55.279;80.446;29.098;34.603;12.76;17.89;7.44;4.52;240.6;1.26;77.18;73.67
12/05/2020;20.714;79.123;0.0768;16.894;10.07;12.97;7.91;2.41;186.3;18.22;90.49;93.06
13/05/2020;43.531;79.963;21.461;30.214;12.64;17.81;8.0;2.94;225.2;4.37;76.95;97.0
14/05/2020;31.721;8.022;0.1104;25.673;10.82;13.0;9.27;2.67;237.2;7.87;80.83;99.69
15/05/2020;40.807;78.943;0.5323;32.239;12.47;17.2;7.97;1.88;74.6;7.46;78.09;98.95
16/05/2020;52.798;7.788;30.202;29.081;13.33;18.66;8.22;4.09;41.5;2.1;74.85;85.54
17/05/2020;77.712;82.229;82.711;2.154;13.51;20.93;5.31;3.43;41.6;0.11;67.26;19.91
18/05/2020;8.431;84.326;114.982;0.8926;16.5;24.72;7.31;3.03;13.7;0.0;62.2;0.9
19/05/2020;83.146;84.394;105.034;12.998;17.99;25.58;9.51;2.9;40.5;0.0;63.22;13.62
20/05/2020;84.967;85.121;115.836;0.8335;19.67;28.09;10.28;2.46;6.9;0.0;57.67;4.15
21/05/2020;82.922;83.676;101.064;14.803;21.02;28.42;11.39;2.47;44.4;0.0;54.04;10.23
22/05/2020;81.238;81.679;96.082;1.481;22.28;29.45;14.29;3.04;257.9;0.0;60.45;7.96
23/05/2020;78.698;80.849;81.833;2.123;22.68;29.5;15.49;3.15;356.8;0.0;59.43;20.71
24/05/2020;73.601;79.925;66.737;29.724;20.41;26.42;13.48;3.49;79.5;0.07;62.14;52.72
25/05/2020;64.577;78.252;47.057;27.271;20.54;27.17;14.83;2.45;86.3;5.28;71.49;61.75
26/05/2020;57.982;79.824;33.451;33.367;18.78;22.98;14.55;3.78;72.7;1.69;75.42;49.47
27/05/2020;8.107;82.706;95.285;14.378;20.4;27.44;12.91;3.81;112.0;0.0;62.44;11.34
28/05/2020;84.007;84.262;104.268;1.211;19.63;26.98;12.08;2.91;122.6;0.0;58.48;2.01
29/05/2020;83.635;84.487;101.587;14.357;21.16;29.08;11.07;0.89;112.4;0.01;55.43;10.53
30/05/2020;80.654;84.449;86.654;19.272;23.14;30.08;14.21;1.78;153.4;0.05;53.82;42.65
31/05/2020;57.617;80.592;26.722;34.685;20.25;27.11;15.03;2.39;66.5;12.33;67.82;78.65
01/06/2020;72.936;81.799;47.414;3.468;20.85;26.32;14.69;1.51;168.9;1.1;67.14;71.89
02/06/2020;6.571;81.127;38.299;35.954;21.4;27.57;16.18;2.6;207.1;0.0;57.53;61.72
03/06/2020;72.504;82.339;60.557;27.535;20.3;25.54;14.13;3.79;266.8;0.94;60.99;44.46
04/06/2020;59.251;83.844;27.619;35.369;16.28;21.38;11.27;4.08;325.4;8.8;64.0;68.82
05/06/2020;86.542;86.621;112.027;10.514;18.2;26.7;8.43;2.36;264.2;0.0;58.45;0.6
06/06/2020;78.626;85.531;84.106;20.542;19.33;26.15;12.36;4.07;243.6;0.08;53.62;25.87
07/06/2020;6.354;84.492;49.906;28.961;17.11;23.04;11.88;3.52;302.3;1.11;66.16;65.99
08/06/2020;75.089;88.054;70.961;26.071;14.69;21.18;8.49;4.65;15.9;0.11;55.93;52.08
09/06/2020;81.506;87.156;81.778;27.374;14.85;22.34;6.57;3.73;10.6;0.01;54.72;24.49
10/06/2020;71.479;86.006;47.515;33.574;16.34;22.71;7.92;2.29;1.0;0.0;56.95;69.63
11/06/2020;64.553;86.006;42.259;35.861;17.12;22.66;10.81;4.9;270.4;0.17;57.29;57.32
12/06/2020;57.065;87.379;45.082;29.647;13.53;19.57;6.23;5.14;250.7;2.82;62.39;69.6
13/06/2020;7.069;86.268;57.014;32.182;15.49;22.59;7.48;3.23;257.7;0.53;61.75;51.71
14/06/2020;76.469;85.375;59.225;33.478;17.74;24.81;10.14;3.18;302.1;0.0;56.65;62.57
15/06/2020;74.726;85.548;72.283;23.494;18.36;25.63;10.26;2.99;303.6;0.01;57.43;57.0
16/06/2020;65.095;8.543;41.244;32.263;17.79;24.45;12.45;3.68;309.3;0.16;59.86;78.91
17/06/2020;70.118;86.623;60.912;29.801;17.9;24.55;9.86;2.2;320.7;0.27;56.06;61.08
18/06/2020;81.401;87.818;89.837;20.969;19.99;27.47;10.8;2.45;330.1;0.0;52.83;28.67
19/06/2020;82.735;86.623;90.638;22.066;20.8;29.28;12.0;2.95;281.6;0.0;51.97;16.34
20/06/2020;86.971;87.386;112.128;10.982;22.7;31.2;12.94;3.01;303.8;0.0;45.53;2.7
21/06/2020;85.822;86.198;106.236;12.562;24.19;32.57;14.73;3.24;352.6;0.0;41.9;4.1
22/06/2020;85.243;85.558;105.012;12.062;24.59;33.07;14.88;3.5;63.2;0.0;45.38;2.71
23/06/2020;82.766;84.482;88.145;19.188;25.86;34.65;16.27;2.88;116.9;0.0;44.64;11.77
24/06/2020;43.872;80.402;19.603;27.737;25.19;32.81;16.78;2.8;129.1;0.23;47.78;77.65
25/06/2020;74.462;84.166;66.199;25.572;25.68;33.66;17.01;3.28;162.7;0.16;44.9;37.51
26/06/2020;77.801;84.202;71.491;2.79;23.27;30.0;16.6;3.42;232.1;0.37;43.45;32.3
27/06/2020;83.388;85.963;9.799;15.012;23.34;31.42;14.65;2.56;278.6;0.0;47.74;26.96
28/06/2020;83.441;85.694;103.459;14.532;25.74;33.49;16.53;2.02;326.5;0.0;44.81;10.04
29/06/2020;85.618;86.218;110.076;11.558;27.06;35.78;17.51;2.47;323.4;0.0;42.28;3.03
30/06/2020;83.618;85.392;98.074;16.382;27.39;36.37;17.49;3.31;236.5;0.04;41.55;11.02
01/07/2020;8.243;87.305;9.923;15.437;27.03;34.61;18.31;3.63;276.7;0.0;36.57;17.78
02/07/2020;83.866;87.132;97.068;17.954;25.44;33.06;17.37;4.03;294.2;0.0;38.37;14.48
03/07/2020;87.415;87.614;113.419;10.586;23.18;31.67;14.67;3.85;23.3;0.0;41.12;3.66
04/07/2020;89.126;89.534;121.558;0.8544;24.49;33.83;14.03;3.64;27.5;0.0;34.09;3.26
05/07/2020;8.718;87.749;113.407;10.721;26.54;36.0;15.52;2.68;33.8;0.0;32.08;2.59
06/07/2020;81.098;85.807;90.694;19.752;27.82;36.68;18.24;4.75;26.2;0.0;39.41;19.17
07/07/2020;82.822;85.308;92.827;16.853;28.21;37.98;17.58;3.12;16.4;0.01;33.67;15.42
08/07/2020;49.793;77.515;1.235;34.397;27.0;36.85;19.41;5.19;113.7;2.07;40.8;73.06
09/07/2020;66.974;81.504;46.272;29.863;25.73;33.25;18.48;2.8;120.7;3.98;47.99;58.87
10/07/2020;75.751;80.388;7.175;24.098;25.26;32.72;17.0;2.02;69.8;0.78;51.94;28.3
11/07/2020;77.969;81.814;81.358;20.275;26.94;35.26;17.95;4.23;101.5;0.07;45.29;12.77
12/07/2020;58.128;79.423;30.271;31.738;26.61;34.15;19.1;2.78;132.3;0.48;45.83;66.87
13/07/2020;77.998;82.265;85.037;1.853;26.12;33.73;18.28;3.94;47.7;0.23;48.08;17.5
14/07/2020;77.347;82.034;74.503;22.654;24.25;32.94;16.49;4.41;41.4;0.22;34.76;22.65
15/07/2020;82.253;82.937;101.928;12.804;24.21;32.66;15.88;4.85;36.4;0.0;35.59;4.79
16/07/2020;83.256;8.466;103.994;13.075;25.63;35.03;15.72;3.78;41.5;0.0;38.12;17.57
17/07/2020;84.962;85.882;111.667;1.103;25.72;34.91;17.21;4.79;24.1;0.0;33.24;9.31
18/07/2020;86.508;86.921;114.043;10.654;25.67;36.33;14.29;2.49;42.5;0.0;37.02;3.97
19/07/2020;82.001;82.987;96.929;15.667;27.66;37.28;17.56;3.26;223.2;0.1;30.63;5.64
20/07/2020;84.043;84.238;10.253;13.524;28.2;37.13;18.3;2.6;216.9;0.0;25.2;1.49
21/07/2020;62.407;78.691;3.811;32.494;28.08;36.87;19.53;4.34;131.6;1.61;38.65;43.26
22/07/2020;74.657;80.189;7.453;21.257;26.65;32.26;19.29;2.49;123.1;0.53;40.65;45.09
23/07/2020;73.776;80.472;80.386;19.625;28.64;35.68;19.53;1.73;327.0;0.01;35.13;20.42
24/07/2020;77.107;80.724;88.236;17.844;29.44;37.1;21.82;3.48;356.1;0.03;35.32;16.55
25/07/2020;8.101;82.102;10.159;12.492;28.04;36.96;18.48;3.37;353.6;0.0;34.34;9.14
26/07/2020;82.757;82.891;108.504;10.658;29.74;38.8;19.5;2.65;284.6;0.0;27.64;1.67
27/07/2020;78.737;79.231;89.897;15.924;30.28;39.39;20.09;3.65;207.2;0.0;31.09;10.88
28/07/2020;6.677;7.939;65.537;24.566;29.73;35.71;22.19;2.1;221.6;0.0;30.11;31.13
29/07/2020;75.638;78.526;80.575;20.066;29.78;37.74;20.92;3.32;121.7;0.12;37.44;15.12
30/07/2020;6.829;7.68;60.401;25.375;29.94;39.0;21.44;4.6;174.7;0.49;34.1;28.41
31/07/2020;80.842;81.473;104.155;11.724;30.57;38.51;22.99;2.55;239.5;0.0;24.27;6.74
01/08/2020;82.152;82.764;110.138;10.572;29.28;38.31;20.0;3.42;299.0;0.0;20.75;4.23
02/08/2020;73.745;79.757;7.939;21.492;27.06;35.92;18.46;4.32;358.2;0.0;38.88;38.77
03/08/2020;76.334;80.316;85.106;23.705;25.17;32.93;18.16;5.08;20.8;0.0;36.54;67.59
04/08/2020;7.969;80.119;109.226;0.9528;24.87;33.4;15.79;3.34;36.1;0.0;37.75;9.73
05/08/2020;78.888;79.248;106.106;0.9938;27.44;36.47;17.68;2.36;49.6;0.0;31.06;3.97
06/08/2020;72.468;74.575;78.943;18.857;29.47;38.39;20.76;3.45;137.7;0.0;34.89;10.13
07/08/2020;72.698;74.851;79.531;19.769;30.0;38.48;21.18;3.12;195.0;0.0;33.56;15.7
08/08/2020;49.111;72.461;21.648;32.206;30.3;36.89;21.91;2.29;168.8;0.02;29.54;59.82
09/08/2020;72.278;74.854;74.923;21.821;30.0;38.05;21.6;3.48;211.0;0.0;28.51;34.27
10/08/2020;3.323;70.171;0.7087;24.554;29.12;34.69;22.04;3.31;189.6;0.27;27.5;92.58
11/08/2020;17.422;68.237;0.2306;1.398;23.92;30.92;18.19;4.58;144.8;20.33;50.95;91.6
12/08/2020;69.298;74.242;73.253;1.973;21.25;27.89;15.08;2.78;221.7;2.76;61.47;25.24
13/08/2020;73.176;75.547;90.072;1.469;23.17;30.14;15.2;2.49;239.2;0.02;52.47;10.32
14/08/2020;7.248;75.326;91.942;14.304;24.6;32.06;17.21;2.97;205.7;0.0;41.62;8.78
15/08/2020;77.335;77.832;112.097;0.8138;22.47;29.77;16.38;3.87;245.8;0.0;33.86;2.24
16/08/2020;76.106;76.442;107.911;0.8498;20.74;28.48;13.09;2.99;292.5;0.0;45.21;3.56
17/08/2020;67.682;73.884;69.955;25.714;21.77;29.35;14.2;3.07;274.7;0.0;52.08;37.68
18/08/2020;53.508;71.798;27.122;35.359;23.58;30.07;16.73;2.27;264.5;0.01;55.69;70.28
19/08/2020;75.406;75.614;110.594;0.7714;24.86;32.95;18.59;3.84;232.8;0.0;36.67;2.67
20/08/2020;71.808;75.835;98.009;14.304;24.93;33.11;17.25;3.89;216.6;0.0;27.88;15.64
21/08/2020;69.454;7.26;96.271;0.9972;25.02;32.3;18.38;4.16;242.1;0.18;49.66;18.25
22/08/2020;74.383;75.698;110.842;0.7966;24.39;33.16;15.59;2.61;352.1;0.0;34.06;5.38
23/08/2020;72.888;73.183;105.386;0.829;24.18;33.11;15.02;3.84;32.1;0.0;40.84;3.98
24/08/2020;67.332;71.398;8.303;18.043;25.38;33.92;16.12;2.94;55.1;0.0;39.8;25.06
25/08/2020;71.899;7.218;101.712;0.9422;26.92;36.08;17.48;2.37;198.8;0.0;33.34;1.7
26/08/2020;71.455;7.183;99.792;1.032;27.81;37.07;18.65;2.34;243.4;0.0;25.62;1.99
27/08/2020;69.334;69.874;89.486;12.732;27.43;37.05;17.74;3.01;341.4;0.0;34.69;3.9
28/08/2020;6.66;6.967;8.341;16.339;25.11;33.22;18.19;4.93;318.5;0.0;35.88;33.36
29/08/2020;63.242;70.987;76.666;17.069;17.86;23.23;12.77;7.0;0.3;0.0;45.46;30.96
30/08/2020;65.088;71.868;80.558;17.731;16.15;23.65;8.8;4.02;16.7;0.0;45.69;21.18
31/08/2020;63.948;70.558;71.614;22.819;17.55;25.75;8.63;2.41;30.5;0.0;39.67;32.29
01/09/2020;46.843;6.821;2.239;30.502;20.65;28.72;13.97;2.09;37.3;0.0;28.17;78.4
02/09/2020;67.255;68.311;96.734;10.109;21.16;29.52;12.15;2.68;47.6;0.0;39.41;3.97
03/09/2020;66.026;68.338;90.773;12.377;22.61;31.78;12.49;2.22;109.4;0.0;33.41;8.6
04/09/2020;65.767;66.391;94.106;10.044;23.36;32.07;14.19;2.43;151.4;0.0;36.84;2.85
05/09/2020;64.255;65.398;88.351;11.462;23.95;33.05;14.11;1.93;107.3;0.0;37.19;6.1
